"uniqueid","regas","season","internat","episode","airdate","nickname","specialformat","numqueens","plcmnt","queen","character","alive","genres","tsb","score"
7,"reg",9,"US",6,2017-04-28,"Snatch Game","0",10,"high1","Sasha Velour","Marlene Dietrich","0","comedicent","HIGH",0.5
7,"reg",9,"US",6,2017-04-28,"Snatch Game","0",10,"safe1","Shea Couleé","Naomi Campbell","1","fashion","SAFE",0
7,"reg",9,"US",6,2017-04-28,"Snatch Game","0",10,"safe2","Trinity the Tuck","Amanda Lepore","1","farout","SAFE",0
7,"reg",9,"US",6,2017-04-28,"Snatch Game","0",10,"safe3","Valentina","Ariadna Gutiérrez","1","fashion","SAFE",0
7,"reg",9,"US",6,2017-04-28,"Snatch Game","0",10,"safe4","Farrah Moan","Gigi Gorgeous","1","internet","SAFE",0
7,"reg",9,"US",6,2017-04-28,"Snatch Game","0",10,"safe5","Aja","Alyssa Edwards","1","farout","SAFE",0
7,"reg",9,"US",6,2017-04-28,"Snatch Game","0",10,"bottom1","Peppermint","NeNe Leakes","1","reality","BOTTOM",-0.5
7,"reg",9,"US",6,2017-04-28,"Snatch Game","0",10,"eliminated1","Cynthia Lee Fontaine","Sofia Vergara","1","comedicent","ELIM",-1
8,"reg",10,"US",7,2018-05-03,"Snatch Game","0",8,"high1","Eureka","Alana “Honey Boo Boo” Thompson","1","reality","HIGH",0.5
8,"reg",10,"US",7,2018-05-03,"Snatch Game","0",8,"high2","Monét X Change","Maya Angelou","1","writer","HIGH",0.5
8,"reg",10,"US",7,2018-05-03,"Snatch Game","0",8,"safe1","Kameron Michaels","Chyna","0","noncomedicent","SAFE",0
8,"reg",10,"US",7,2018-05-03,"Snatch Game","0",8,"safe2","Asia O’Hara","Beyoncé","1","musician","SAFE",0
8,"reg",10,"US",7,2018-05-03,"Snatch Game","0",8,"safe3","Miz Cracker","Dorothy Parker","0","writer","SAFE",0
8,"reg",10,"US",7,2018-05-03,"Snatch Game","0",8,"bottom1","The Vixen","Blue Ivy Carter","1","pubfig","BOTTOM",-0.5
8,"reg",10,"US",7,2018-05-03,"Snatch Game","0",8,"eliminated1","Monique Heart","Maxine Waters","1","pubfig","ELIM",-1
9,"reg",11,"US",8,2019-04-18,"Snatch Game at Sea","0",8,"win1","Silky Nutmeg Ganache","Ts Madison","1","reality","WIN",1
9,"reg",11,"US",8,2019-04-18,"Snatch Game at Sea","0",8,"high1","Nina West","Harvey Fierstein","1","comedicent","HIGH",0.5
9,"reg",11,"US",8,2019-04-18,"Snatch Game at Sea","0",8,"high1","Nina West","Jo Anne Worley","1","comedicent","HIGH",0.5
9,"reg",11,"US",8,2019-04-18,"Snatch Game at Sea","0",8,"high2","Shuga Cain","Charo","1","comedicent","HIGH",0.5
9,"reg",11,"US",8,2019-04-18,"Snatch Game at Sea","0",8,"safe1","Vanessa Vanjie Mateo","Danielle Bregoli","1","internet","SAFE",0
9,"reg",11,"US",8,2019-04-18,"Snatch Game at Sea","0",8,"safe2","Plastique Tiara","Lovely Mimi","1","internet","SAFE",0
9,"reg",11,"US",8,2019-04-18,"Snatch Game at Sea","0",8,"bottom1","Brooke Lynn Hytes","Celine Dion","1","musician","BOTTOM",-0.5
9,"reg",11,"US",8,2019-04-18,"Snatch Game at Sea","0",8,"bottom2","Yvie Oddly","Whoopi Goldberg","1","tv","BOTTOM",-0.5
10,"reg",12,"US",6,2020-04-03,"Snatch Game","0",10,"win1","Gigi Goode","Maria the Robot","1","farout","WIN",1
10,"reg",12,"US",6,2020-04-03,"Snatch Game","0",10,"high1","Sherry Pie","Katharine Hepburn","0","noncomedicent","HIGH",0.5
10,"reg",12,"US",6,2020-04-03,"Snatch Game","0",10,"high2","Jackie Cox","Lisa Rinna","1","reality","HIGH",0.5
10,"reg",12,"US",6,2020-04-03,"Snatch Game","0",10,"safe1","Crystal Methyd","Poppy","1","internet","SAFE",0
10,"reg",12,"US",6,2020-04-03,"Snatch Game","0",10,"safe2","Heidi N Closet","Leslie Jones","1","comedicent","SAFE",0
10,"reg",12,"US",6,2020-04-03,"Snatch Game","0",10,"safe4","Jan","Bernadette Peters","1","comedicent","SAFE",0
10,"reg",12,"US",6,2020-04-03,"Snatch Game","0",10,"safe5","Jaida Essence Hall","Cardi B","1","musician","SAFE",0
10,"reg",12,"US",6,2020-04-03,"Snatch Game","0",10,"bottom1","Brita","Jennifer Holliday","1","noncomedicent","BOTTOM",-0.5
10,"reg",12,"US",6,2020-04-03,"Snatch Game","0",10,"eliminated1","Aiden Zhane","Patricia Quinn","1","comedicent","ELIM",-1
11,"reg",13,"US",9,2021-03-05,"The Snatch Game","0",9,"win1","Gottmik","Paris Hilton","1","reality","WIN",1
11,"reg",13,"US",9,2021-03-05,"The Snatch Game","0",9,"high1","Denali","Jonathan Van Ness","1","reality","HIGH",0.5
11,"reg",13,"US",9,2021-03-05,"The Snatch Game","0",9,"high2","Rosé","Mary, Queen of Scots","0","histfict","HIGH",0.5
11,"reg",13,"US",9,2021-03-05,"The Snatch Game","0",9,"safe2","Olivia Lux","Tabitha Brown","1","internet","SAFE",0
11,"reg",13,"US",9,2021-03-05,"The Snatch Game","0",9,"safe3","Tina Burner","Richard Simmons","1","tv","SAFE",0
11,"reg",13,"US",9,2021-03-05,"The Snatch Game","0",9,"safe4","Symone","Harriet Tubman","0","histfict","SAFE",0
11,"reg",13,"US",9,2021-03-05,"The Snatch Game","0",9,"bottom1","Utica Queen","Bob Ross","0","tv","BOTTOM",-0.5
11,"reg",13,"US",9,2021-03-05,"The Snatch Game","0",9,"eliminated1","Elliott with 2 Ts","Rue McClanahan","0","comedicent","ELIM",-1
12,"reg",14,"US",10,2022-03-11,"Snatch Game","0",8,"win1","DeJa Skye","Lil Jon","1","musician","WIN",1
12,"reg",14,"US",10,2022-03-11,"Snatch Game","0",8,"bottom2","Bosco","Gwyneth Paltrow","1","noncomedicent","BOTTOM",-0.5
12,"reg",14,"US",10,2022-03-11,"Snatch Game","0",8,"bottom3","Daya Betty","Ozzy Osbourne","1","musician","BOTTOM",-0.5
12,"reg",14,"US",10,2022-03-11,"Snatch Game","0",8,"bottom4","Jasmine Kennedie","Betsy DeVos","1","pubfig","BOTTOM",-0.5
12,"reg",14,"US",10,2022-03-11,"Snatch Game","0",8,"bottom5","Jorgeous","Ilana Glazer","1","comedicent","BOTTOM",-0.5
12,"reg",14,"US",10,2022-03-11,"Snatch Game","0",8,"bottom6","Lady Camden","William Shakespeare","0","histfict","BOTTOM",-0.5
12,"reg",14,"US",10,2022-03-11,"Snatch Game","0",8,"bottom7","Willow Pill","Drew Barrymore","1","noncomedicent","BOTTOM",-0.5
13,"reg",15,"US",4,2023-01-20,"Supersized Snatch Game","1",14,"win1","Loosey LaDuca","Joan Rivers","0","comedicent","WIN",1
13,"reg",15,"US",4,2023-01-20,"Supersized Snatch Game","1",14,"high1","Mistress Isabelle Brooks","Rosie O'Donnell","1","tv","HIGH",0.5
13,"reg",15,"US",4,2023-01-20,"Supersized Snatch Game","1",14,"high2","Marcia Marcia Marcia","Tim Gunn","1","fashion","HIGH",0.5
13,"reg",15,"US",4,2023-01-20,"Supersized Snatch Game","1",14,"safe1","Anetra","Gorgena Ramsay","1","reality","SAFE",0
13,"reg",15,"US",4,2023-01-20,"Supersized Snatch Game","1",14,"safe2","Luxx Noir London","Amanda Lepore","1","farout","SAFE",0
13,"reg",15,"US",4,2023-01-20,"Supersized Snatch Game","1",14,"safe3","Salina EsTitties","The Virgin Mary","0","histfict","SAFE",0
13,"reg",15,"US",4,2023-01-20,"Supersized Snatch Game","1",14,"safe4","Sasha Colby","Jan Crouch","0","tv","SAFE",0
13,"reg",15,"US",4,2023-01-20,"Supersized Snatch Game","1",14,"safe5","Malaysia Babydoll Foxx","Saucy Santana","1","musician","SAFE",0
13,"reg",15,"US",4,2023-01-20,"Supersized Snatch Game","1",14,"safe6","Jax","Mona Lisa","0","histfict","SAFE",0
13,"reg",15,"US",4,2023-01-20,"Supersized Snatch Game","1",14,"safe7","Aura Mayari","Bretman Rock","1","internet","SAFE",0
13,"reg",15,"US",4,2023-01-20,"Supersized Snatch Game","1",14,"safe8","Robin Fierce","Karen Huger","1","reality","SAFE",0
13,"reg",15,"US",4,2023-01-20,"Supersized Snatch Game","1",14,"safe9","Amethyst","Patricia ""Tan Mom"" Krentcil","1","farout","SAFE",0
13,"reg",15,"US",4,2023-01-20,"Supersized Snatch Game","1",14,"bottom1","Spice","Miley Cyrus","1","musician","BOTTOM",-0.5
13,"reg",15,"US",4,2023-01-20,"Supersized Snatch Game","1",14,"eliminated1","Sugar","Trisha Paytas","1","internet","ELIM",-1
14,"as",1,"US",2,2012-10-29,"Ru Paul’s Gaff-In","1",10,"win1","Alexis Mateo","Shakira","1","musician","WIN",1
14,"as",1,"US",2,2012-10-29,"Ru Paul’s Gaff-In","1",10,"win2","Yara Sofia","Charo","1","comedicent","WIN",1
14,"as",1,"US",2,2012-10-29,"Ru Paul’s Gaff-In","1",10,"high1","Chad Michaels","Bette Davis","0","noncomedicent","HIGH",0.5
14,"as",1,"US",2,2012-10-29,"Ru Paul’s Gaff-In","1",10,"high2","Shannel","Lucille Ball","0","comedicent","HIGH",0.5
14,"as",1,"US",2,2012-10-29,"Ru Paul’s Gaff-In","1",10,"safe1","Raven","Bea Arthur","0","comedicent","SAFE",0
14,"as",1,"US",2,2012-10-29,"Ru Paul’s Gaff-In","1",10,"safe2","Jujubee","Fran Drescher","1","comedicent","SAFE",0
14,"as",1,"US",2,2012-10-29,"Ru Paul’s Gaff-In","1",10,"bottom1","Latrice Royale","Oprah Winfrey","1","tv","BOTTOM",-0.5
14,"as",1,"US",2,2012-10-29,"Ru Paul’s Gaff-In","1",10,"bottom2","Manila Luzon","Madonna","1","musician","BOTTOM",-0.5
14,"as",1,"US",2,2012-10-29,"Ru Paul’s Gaff-In","1",10,"eliminated1","Nina Flowers","La Lupe","0","musician","ELIM",-1
14,"as",1,"US",2,2012-10-29,"Ru Paul’s Gaff-In","1",10,"eliminated2","Tammie Brown","Tammy Faye","0","tv","ELIM",-1
15,"as",2,"US",2,2016-09-01,"All Stars Snatch Game","0",8,"win1","Alaska","Mae West","0","comedicent","WIN",1
15,"as",2,"US",2,2016-09-01,"All Stars Snatch Game","0",8,"win2","Katya","Björk","1","farout","WIN",1
15,"as",2,"US",2,2016-09-01,"All Stars Snatch Game","0",8,"safe1","Alyssa Edwards","Joan Crawford","0","noncomedicent","SAFE",0
15,"as",2,"US",2,2016-09-01,"All Stars Snatch Game","0",8,"safe2","Ginger Minj","Tammy Faye","0","tv","SAFE",0
15,"as",2,"US",2,2016-09-01,"All Stars Snatch Game","0",8,"bottom1","Detox","Nancy Grace","1","tv","BOTTOM",-0.5
15,"as",2,"US",2,2016-09-01,"All Stars Snatch Game","0",8,"bottom2","Roxxxy Andrews","Alaska","1","farout","BOTTOM",-0.5
15,"as",2,"US",2,2016-09-01,"All Stars Snatch Game","0",8,"eliminated1","Tatianna","Ariana Grande","1","musician","ELIM",-1
16,"as",3,"US",4,2018-02-15,"All Stars Snatch Program","0",7,"win1","Shangela","Jenifer Lewis","1","comedicent","WIN",1
16,"as",3,"US",4,2018-02-15,"All Stars Snatch Program","0",7,"win2","BenDeLaCreme","Paul Lynde","0","comedicent","WIN",1
16,"as",3,"US",4,2018-02-15,"All Stars Snatch Program","0",7,"high1","Aja","Crystal LaBeija","0","farout","HIGH",0.5
16,"as",3,"US",4,2018-02-15,"All Stars Snatch Program","0",7,"safe1","BeBe Zahara Benet","Grace Jones","1","musician","SAFE",0
16,"as",3,"US",4,2018-02-15,"All Stars Snatch Program","0",7,"safe1","BeBe Zahara Benet","Grace Jones","1","fashion","SAFE",0
16,"as",3,"US",4,2018-02-15,"All Stars Snatch Program","0",7,"bottom1","Trixie Mattel","RuPaul","1","farout","BOTTOM",-0.5
16,"as",3,"US",4,2018-02-15,"All Stars Snatch Program","0",7,"bottom1","Trixie Mattel","RuPaul","1","reality","BOTTOM",-0.5
16,"as",3,"US",4,2018-02-15,"All Stars Snatch Program","0",7,"bottom2","Kennedy Davenport","Phaedra Parks","1","reality","BOTTOM",-0.5
16,"as",3,"US",4,2018-02-15,"All Stars Snatch Program","0",7,"eliminated1","Chi Chi DeVayne","Maya Angelou","1","writer","ELIM",-1
17,"as",4,"US",3,2018-12-28,"Snatch Game of Love","1",8,"win2","Trinity the Tuck","Caitlyn Jenner","1","reality","WIN",1
17,"as",4,"US",3,2018-12-28,"Snatch Game of Love","1",8,"high1","Naomi Smalls","Wendy Williams","1","tv","HIGH",0.5
17,"as",4,"US",3,2018-12-28,"Snatch Game of Love","1",8,"safe1","Monique Heart","Tiffany Haddish","1","comedicent","SAFE",0
17,"as",4,"US",3,2018-12-28,"Snatch Game of Love","1",8,"safe2","Monét X Change","Whitney Houston","0","musician","SAFE",0
17,"as",4,"US",3,2018-12-28,"Snatch Game of Love","1",8,"safe3","Latrice Royale","Della Reese","0","noncomedicent","SAFE",0
17,"as",4,"US",3,2018-12-28,"Snatch Game of Love","1",8,"bottom1","Valentina","Eartha Kitt","0","noncomedicent","BOTTOM",-0.5
17,"as",4,"US",3,2018-12-28,"Snatch Game of Love","1",8,"eliminated1","Gia Gunn","Jenny Bui","1","internet","ELIM",-1
18,"as",5,"US",5,2020-07-03,"Snatch Game of Love","1",6,"win1","Shea Couleé","Flavor Flav","1","reality","WIN",1
18,"as",5,"US",5,2020-07-03,"Snatch Game of Love","1",6,"bottom1","Jujubee","Eartha Kitt","0","noncomedicent","BOTTOM",-0.5
18,"as",5,"US",5,2020-07-03,"Snatch Game of Love","1",6,"bottom2","Miz Cracker","Lady Gaga","1","musician","BOTTOM",-0.5
18,"as",5,"US",5,2020-07-03,"Snatch Game of Love","1",6,"bottom3","Blair St. Clair","Ellen DeGeneres","1","tv","BOTTOM",-0.5
18,"as",5,"US",5,2020-07-03,"Snatch Game of Love","1",6,"bottom4","Alexis Mateo","Walter Mercado","0","tv","BOTTOM",-0.5
18,"as",5,"US",5,2020-07-03,"Snatch Game of Love","1",6,"eliminated1","India Ferrah","Jeffree Star","1","fashion","ELIM",-1
19,"as",6,"US",8,2021-08-05,"Snatch Game of Love","1",6,"win1","Ginger Minj","Phyllis Diller","0","comedicent","WIN",1
19,"as",6,"US",8,2021-08-05,"Snatch Game of Love","1",6,"high1","Kylie Sonique Love","Dolly Parton","1","musician","HIGH",0.5
19,"as",6,"US",8,2021-08-05,"Snatch Game of Love","1",6,"high2","Eureka","Divine","0","farout","HIGH",0.5
19,"as",6,"US",8,2021-08-05,"Snatch Game of Love","1",6,"bottom1","Trinity K. Bonet","Whitney Houston","0","musician","BOTTOM",-0.5
19,"as",6,"US",8,2021-08-05,"Snatch Game of Love","1",6,"eliminated1","Pandora Boxx","Kim Cattrall","1","comedicent","ELIM",-1
20,"as",7,"US",2,2022-05-20,"Snatch Game","1",8,"win1","Jinkx Monsoon","Natasha Lyonne","1","comedicent","WIN",1
20,"as",7,"US",2,2022-05-20,"Snatch Game","1",8,"win1","Jinkx Monsoon","Judy Garland","0","comedicent","WIN",1
20,"as",7,"US",2,2022-05-20,"Snatch Game","1",8,"win2","Trinity the Tuck","Satan","0","histfict","WIN",1
20,"as",7,"US",2,2022-05-20,"Snatch Game","1",8,"win2","Trinity the Tuck","Leslie Jordan","1","comedicent","WIN",1
20,"as",7,"US",2,2022-05-20,"Snatch Game","1",8,"high1","Monét X Change","Mike Tyson","1","farout","HIGH",0.5
20,"as",7,"US",2,2022-05-20,"Snatch Game","1",8,"high1","Monét X Change","Martin Lawrence","1","comedicent","HIGH",0.5
20,"as",7,"US",2,2022-05-20,"Snatch Game","1",8,"high2","Raja","Madame","0","comedicent","HIGH",0.5
20,"as",7,"US",2,2022-05-20,"Snatch Game","1",8,"high2","Raja","Diana Vreeland","0","fashion","HIGH",0.5
20,"as",7,"US",2,2022-05-20,"Snatch Game","1",8,"safe1","Shea Couleé","Elsa Majimbo","1","internet","SAFE",0
20,"as",7,"US",2,2022-05-20,"Snatch Game","1",8,"safe1","Shea Couleé","Miss J.","1","reality","SAFE",0
20,"as",7,"US",2,2022-05-20,"Snatch Game","1",8,"safe2","Yvie Oddly","Rico Nasty","1","musician","SAFE",0
20,"as",7,"US",2,2022-05-20,"Snatch Game","1",8,"safe2","Yvie Oddly","The Boogieman","0","histfict","SAFE",0
20,"as",7,"US",2,2022-05-20,"Snatch Game","1",8,"safe3","Jaida Essence Hall","Prince","0","musician","SAFE",0
20,"as",7,"US",2,2022-05-20,"Snatch Game","1",8,"safe3","Jaida Essence Hall","The Lady Chablis","0","farout","SAFE",0
20,"as",7,"US",2,2022-05-20,"Snatch Game","1",8,"safe4","The Vivienne","Joanna Lumley","1","comedicent","SAFE",0
20,"as",7,"US",2,2022-05-20,"Snatch Game","1",8,"safe4","The Vivienne","Catherine Tate","1","comedicent","SAFE",0
21,"as",8,"US",5,2023-06-02,"Snatch Game of Love","1",8,"win1","Jimbo","Shirley Temple","0","comedicent","WIN",1
21,"as",8,"US",5,2023-06-02,"Snatch Game of Love","1",8,"high1","Alexis Michelle","Bea Arthur","0","comedicent","HIGH",0.5
21,"as",8,"US",5,2023-06-02,"Snatch Game of Love","1",8,"high2","Jaymes Mansfield","Jennifer Coolidge","1","comedicent","HIGH",0.5
21,"as",8,"US",5,2023-06-02,"Snatch Game of Love","1",8,"safe1","LaLa Ri","Sukihana","1","reality","SAFE",0
21,"as",8,"US",5,2023-06-02,"Snatch Game of Love","1",8,"safe2","Kandy Muse","Renee Graziano","1","reality","SAFE",0
21,"as",8,"US",5,2023-06-02,"Snatch Game of Love","1",8,"bottom1","Jessica Wild","Iris Chacón","1","comedicent","BOTTOM",-0.5
21,"as",8,"US",5,2023-06-02,"Snatch Game of Love","1",8,"bottom2","Kahanna Montrese","Coco Montrese","1","farout","BOTTOM",-0.5
22,"reg",1,"UK",4,2019-10-24,"Snatch Game","0",7,"win1","The Vivienne","Donald Trump","1","pubfig","WIN",1
22,"reg",1,"UK",4,2019-10-24,"Snatch Game","0",7,"win2","Baga Chipz","Margaret Thatcher","0","pubfig","WIN",1
22,"reg",1,"UK",4,2019-10-24,"Snatch Game","0",7,"safe1","Cheryl Hole","Gemma Collins","1","reality","SAFE",0
22,"reg",1,"UK",4,2019-10-24,"Snatch Game","0",7,"safe2","Divina De Campo","Julia Child","0","tv","SAFE",0
22,"reg",1,"UK",4,2019-10-24,"Snatch Game","0",7,"safe3","Blu Hydrangea","Mary Berry","1","tv","SAFE",0
22,"reg",1,"UK",4,2019-10-24,"Snatch Game","0",7,"bottom1","Crystal","Rue McClanahan","0","comedicent","BOTTOM",-0.5
22,"reg",1,"UK",4,2019-10-24,"Snatch Game","0",7,"eliminated1","Sum Ting Wong","Sir David Attenborough","1","tv","ELIM",-1
23,"reg",2,"UK",6,2021-02-18,"Snatch Game","0",7,"high1","Tayce","Jane Turner","1","comedicent","HIGH",0.5
23,"reg",2,"UK",6,2021-02-18,"Snatch Game","0",7,"safe1","Ellie Diamond","Matt Lucas","1","comedicent","SAFE",0
23,"reg",2,"UK",6,2021-02-18,"Snatch Game","0",7,"safe3","Sister Sister","Sally Morgan","1","farout","SAFE",0
